id,chain,brand_name,display_name,local_name,region,city,district,formatted_address,lat_wgs84,lng_wgs84,lat_gcj02,lng_gcj02,official_url,osm_type,osm_id,wikidata_qid,source_count,confidence_score,needs_review,review_reason
hotel_7952aacee5fb9b33,marriott,Marriott Hotels,粤海喜来登酒店,喜来登,广东省,广州市,天河区,广东省广州市天河区天河路208,23.1355201,113.3167255,23.132915388442125,113.32213279730053,https://www.marriott.com.cn/hotels/cansi-sheraton-guangzhou-hotel/overview/,node,3646916193,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_a8d7c89b1189f41c,marriott,Marriott Hotels,中国大酒店,中国大酒店,广东省,广州市,越秀区,广东省广州市越秀区流花路122,23.1425439,113.2544102,23.139868981494473,113.25973595663875,https://www.marriott.com/hotels/travel/canmc-china-hotel-a-marriott-hotel-guangzhou/,node,335938409,Q700526,1,0.91,true,"generic_brand_match,weak_brand_alias"
hotel_4d663a6832152aa8,marriott,Marriott Hotels,杭州西溪喜来登度假大酒店,杭州西溪喜来登度假大酒店,浙江省,杭州市,西湖区,浙江省杭州市西湖区西溪喜来登环路1,30.2700451,120.0839728,30.2677702262225,120.08879065913293,https://www.marriott.com/en-us/hotels/hghhs-sheraton-grand-hangzhou-wetland-park-resort/overview/,relation,9373578,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_d3d0a6e4337698dd,marriott,Marriott Hotels,金华万豪酒店,金华万豪酒店,浙江省,金华市,金东区,浙江省金华市金东区宾虹东路299,29.0947872,119.6677863,29.091860730527905,119.6725214420429,,way,987181200,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_f1f2fb866a03faef,marriott,Marriott Hotels,Sheraton Grand Xishuangbanna Hotel,西双版纳云投喜来登大酒店,,景洪市,,景洪市,21.95071,100.75557,21.947916286200595,100.75671205745641,https://www.marriott.com.cn/hotels/jhgsi-sheraton-grand-xishuangbanna-hotel/overview/,,,Q137565077,2,0.86,true,"generic_brand_match,weak_brand_alias"
hotel_e5ac964a9c75eff7,marriott,Marriott Hotels,上海外滩 W 酒店,上海外滩 W 酒店,,上海市,虹口区,上海市虹口区旅顺路66,31.2509402,121.4919839,31.24895467704429,121.49644575817882,,way,442978944,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_a3cd1a88880d9e35,marriott,Marriott Hotels,万豪,万豪,广东省,珠海市,金湾区,广东省珠海市金湾区环滨巷204,22.1223786,113.356296,22.119733791909976,113.36171302599188,https://www.marriott.com.cn/hotels/zuhmj-zhuhai-marriott-hotel-jinwan,way,1348660575,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_83e5dc0234491098,marriott,Marriott Hotels,万豪酒店,万豪酒店,Inner Mongolia,Baotou,Kundulun,Inner MongoliaBaotouKundulunGangtie Street31,40.6565285,109.8310598,40.657693175725036,109.83678633508684,,node,7677956630,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_275769a4d49a196d,marriott,Marriott Hotels,万豪酒店,万豪酒店,Chongqing,Chongqing,Nan'an,ChongqingChongqingNan'anYanyu Road9,29.5400304,106.5825857,29.537131504721692,106.5862704426463,,node,7678020718,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_79d918e345206784,marriott,Marriott Hotels,广交会威斯汀酒店,广交会威斯汀酒店,Guangdong,Guangzhou,Haizhu,GuangdongGuangzhouHaizhuFengpu Zhong Road681,23.0986317,113.3581732,23.096087350540877,113.36365872048951,https://www.marriott.com.cn/hotels/canwi-the-westin-pazhou/overview/,way,306470193,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_ce0ced918a736cb2,marriott,Marriott Hotels,正佳万豪酒店,正佳万豪酒店,Guangdong,Guangzhou,Tianhe,GuangdongGuangzhouTianheTianhe Road228,23.1352884,113.3208039,23.13269124171718,113.32621947541281,https://www.marriott.com.cn/hotels/canti-guangzhou-marriott-hotel-tianhe/overview/,way,513793179,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_2bbba4d4c7dac90b,marriott,Marriott Hotels,南京景枫万豪酒店,南京景枫万豪酒店,Jiangsu,Nanjing,Jiangning,JiangsuNanjingJiangningShuanglong Avenue1519,31.9388748,118.8172656,31.93679218117496,118.82239877663385,,way,822320482,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_f7042845bb8d0405,marriott,Marriott Hotels,三亚山海天JW万豪酒店,三亚山海天JW万豪酒店,Hainan,Sanya,,HainanSanyaHaiyun Road88,18.217733,109.5091902,18.2160483792214,109.51328060481843,,node,7681218580,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_98eece6076318732,marriott,Marriott Hotels,三亚亚龙湾万豪度假酒店,三亚亚龙湾万豪度假酒店,Hainan,Sanya,,HainanSanya,18.2283807,109.6267477,18.226551883501646,109.6307153434489,,way,1411077087,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_9593d842bce87a4c,marriott,Marriott Hotels,雅居乐万豪酒店,雅居乐万豪酒店,Shanghai,Shanghai,Huangpu,ShanghaiShanghaiHuangpuMiddle Xizang Road555,31.2384641,121.4686291,31.2365390619039,121.4731690316684,,node,4347591889,,1,0.76,true,"generic_brand_match,weak_brand_alias,missing_official_url"
hotel_826fbec37aaa0423,marriott,Marriott Hotels,威斯汀酒店,威斯汀酒店,Zhejiang,Wenzhou,Lucheng,ZhejiangWenzhouLuchengJinxiu Road1067,28.0012042,120.6605058,27.997849529934985,120.66448917574299,https://www.marriott.com.cn/hotels/travel/wnzwi-the-westin-wenzhou/,node,7685497001,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_b113b5ce5ea90187,marriott,Marriott Hotels,朱家尖绿城威斯汀度假酒店,朱家尖绿城威斯汀度假酒店,Zhejiang,Zhoushan,Zhujiajian,ZhejiangZhoushanZhujiajianJiari Road1288,29.8882538,122.4138775,29.88600019517822,122.41818229400623,https://www.marriott.com/hotels/travel/hsnwi-the-westin-zhujiajian-resort-zhoushan/,node,7685670500,,1,0.84,true,"generic_brand_match,weak_brand_alias"
hotel_f3a275853e80b067,marriott,Moxy Hotels,moxy,moxy,,待确认,,澳门路409,31.2481862,121.436493,31.246333148303084,121.44111461751481,,node,13123639501,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_98057d059c1732b8,marriott,Moxy Hotels,Moxy酒店,Moxy酒店,,待确认,,,29.8799573,121.5571231,29.877361342067307,121.5612651247995,,node,12981499856,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_d06a72aae8f43470,marriott,Renaissance Hotels,金万丽商务酒店,金万丽商务酒店,,待确认,,,23.1508538,113.3310423,23.148282290232913,113.3364799820697,,way,583071213,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_74990f4ec78561be,marriott,Renaissance Hotels,上海豫园万丽酒店,上海豫园万丽酒店,,待确认,,,31.2294872,121.4835394,31.22751680794039,121.48802921647665,,way,369237839,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_bcbdafed652d057f,marriott,Renaissance Hotels,万丽·璞丽,万丽·璞丽,,待确认,,,30.417824,120.3057803,30.415447421930818,120.31028991020385,,way,822748112,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_f88abe61962eb2e4,marriott,Renaissance Hotels,五大连池万丽园酒店,五大连池万丽园酒店,,待确认,,,48.6483626,126.137266,48.65059636202131,126.14435198351141,,node,13249030201,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_36f9ae18457520be,marriott,Renaissance Hotels,Renaissance,Renaissance,,待确认,,,39.1145118,117.21045,39.115522480411514,117.21673857065959,,node,1153368440,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_ab9eed07dfa0ac29,marriott,Renaissance Hotels,惠州富力万丽酒店,惠州富力万丽酒店,广东省,惠州市,惠城区,广东省惠州市惠城区东江二路2号,23.1038343,114.4051946,23.101337250878842,114.41017115210627,https://www.marriott.com.cn/hotels/huzbr-renaissance-huizhou-hotel/,way,1054006447,,1,0.91,false,
hotel_1fc473dcd9733498,marriott,Renaissance Hotels,南宁万丽酒店,南宁万丽酒店,广西壮族自治区,南宁市,良庆区,广西壮族自治区南宁市良庆区宋厢路9,22.7676884,108.377639,22.76499847315377,108.38172130978728,https://www.marriott.com.cn/stay/hotel-info/NNGBR,node,12135795373,,1,0.91,false,
hotel_153051f53bf394a2,marriott,Renaissance Hotels,上海漕河泾万丽酒店,上海漕河泾万丽酒店,上海市,上海市,徐汇区,上海市上海市徐汇区田林路397,31.1670548,121.3922389,31.165186437450238,121.39688236268564,,node,6476803785,,1,0.83,true,missing_official_url
hotel_538c915e33daa7a5,marriott,Renaissance Hotels,上海淳大万丽酒店,上海淳大万丽酒店,上海,上海市,浦东新区,上海上海市浦东新区迎春路719,31.2259285,121.5479655,31.223778077275902,121.55223895445005,,way,273443707,,1,0.83,true,missing_official_url
hotel_182d9d123d02adaa,marriott,Renaissance Hotels,西安万丽酒店,西安万丽酒店,陕西省,西安市,曲江区,陕西省西安市曲江区汇新路355,34.1963319,108.9498145,34.19473573082376,108.95448726174466,,node,7682849674,,1,0.83,true,missing_official_url
hotel_2804fb9cf7e00d71,marriott,Renaissance Hotels,北京富力万丽酒店,北京富力万丽酒店,Beijing,Beijing,Chaoyang,BeijingBeijingChaoyangDongsanhuan Middle Road61,39.8967749,116.4546074,39.89811918156414,116.46077088113097,,node,7681388443,,1,0.83,true,missing_official_url
hotel_ec751e8ab5b6cf8c,marriott,Renaissance Hotels,北京金茂万丽酒店,北京金茂万丽酒店,Beijing,Beijing,Dongcheng,BeijingBeijingDongchengWangfujing Street57,39.9198218,116.4041962,39.92122627096164,116.41044128170223,,node,4109375392,Q16928803,1,0.9,true,missing_official_url
hotel_44373e1e527ff98e,marriott,Renaissance Hotels,成都首座万丽酒店,成都首座万丽酒店,Sichuan,Chengdu,Wuhou,SichuanChengduWuhouSouth Renmin Road48,30.6147853,104.0640023,30.612343240343762,104.0665044033008,,way,476647763,,1,0.83,true,missing_official_url
hotel_0cdb345ceeefa221,marriott,Renaissance Hotels,贵阳万丽酒店,贵阳万丽酒店,Guizhou,Guiyang,Jinyang,GuizhouGuiyangJinyangLincheng East Road8,26.6477786,106.621132,26.644099267502778,106.62468457381745,,node,7681488580,,1,0.83,true,missing_official_url
hotel_3bc6022de149452b,marriott,Renaissance Hotels,海口万丽酒店,海口万丽酒店,Hainan,Haikou,Longhua,HainanHaikouLonghuaYangshan Boulevard39,19.9177878,110.3258715,19.915825018675122,110.33022460983926,,node,7681513340,,1,0.83,true,missing_official_url
hotel_ea42734ded28289a,marriott,Renaissance Hotels,Renaissance Nanjing Olympic Centre Hotel,,Jiangsu,Nanjing,Jianye,JiangsuNanjingJianyeAoti Street139,32.0047743,118.7194406,32.00273159267984,118.72463986401434,,node,7682679915,Q111405484,1,0.9,true,missing_official_url
hotel_cfd023ec64ae1b80,marriott,Renaissance Hotels,海棠湾万丽酒店,海棠湾万丽酒店,Hainan,Sanya,,HainanSanyaYezhou Road1,18.4019384,109.7805065,18.400208281573715,109.78465313605281,,node,7682724592,,1,0.83,true,missing_official_url
hotel_2153eec8cef219e1,marriott,Renaissance Hotels,龙之梦万丽酒店,龙之梦万丽酒店,Shanghai,Shanghai,Changning,ShanghaiShanghaiChangningChangning Road1018,31.2206156,121.412541,31.218773577758412,121.41718869031342,,way,93070273,,1,0.83,true,missing_official_url
hotel_aac7857229a4deea,marriott,Renaissance Hotels,明捷万丽酒店,明捷万丽酒店,Shanghai,Shanghai,Putuo,ShanghaiShanghaiPutuoTongchuan Road50,31.2576012,121.4162185,31.25577399319188,121.42086701356958,,way,489758242,,1,0.83,true,missing_official_url
hotel_f080a6a94a2568f0,marriott,Renaissance Hotels,Renaissance Shanghai Yangtze Hotel,"Radisson Collection Hotel, Yangtze Shanghai",Shanghai,Shanghai,Changning,ShanghaiShanghaiChangningYan'an West Road2099,31.2047419,121.4013223,31.20289456295551,121.40597148876847,,way,355261157,,1,0.83,true,missing_official_url
hotel_17621374f60ebea9,marriott,Renaissance Hotels,Renaissance Shenyang West Hotel,,Liaoning,Shenyang,,LiaoningShenyangZhongyang Street27,41.7462426,123.2422117,41.748498441911906,123.24801286171477,,node,7682752351,,1,0.83,true,missing_official_url
hotel_849ed38cb1f0afd3,marriott,Renaissance Hotels,尼盛万丽酒店,尼盛万丽酒店,Jiangsu,Suzhou,,JiangsuSuzhouSuzhou Avenue West229,31.3162186,120.6605249,31.31410762149722,120.66476529094899,,way,462717419,,1,0.83,true,missing_official_url
hotel_5b8b31f79f135802,marriott,Renaissance Hotels,Renaissance Suzhou Taihu Lake Hotel,苏州太湖万丽酒店,Jiangsu,Suzhou,,JiangsuSuzhouShuli Road6,31.2221042,120.3877156,31.220245717634594,120.39239016592121,https://www.marriott.com.cn/hotels/wuxbr-renaissance-suzhou-taihu-lake-hotel/overview/,node,7678606651,,1,0.91,false,
hotel_9754dfc7a6b42c63,marriott,Renaissance Hotels,Renaissance Suzhou Wujiang Hotel,吴江盛虹万丽酒店,Jiangsu,Suzhou,Wujiang,JiangsuSuzhouWujiangHami Road199,30.9073189,120.609763,30.904925514998673,120.61390219596787,,node,7682849649,,1,0.83,true,missing_official_url
hotel_d838acb2e8aa7bb4,marriott,Renaissance Hotels,Renaissance Tianjin Lakeview Hotel,,Tianjin,Tianjin,Hexi,TianjinTianjinHexiBinshui Road16,39.0840077,117.1893336,39.08503278948756,117.19565039061393,,node,7681388423,,1,0.83,true,missing_official_url
hotel_1baa1d40db24aaa4,marriott,Renaissance Hotels,Renaissance Tianjin TEDA Convention Centre Hotel,,Tianjin,Tianjin,,TianjinTianjin2nd Avenue29,39.0288944,117.690534,39.029775183285174,117.69677665922043,,node,7681378295,,1,0.83,true,missing_official_url
hotel_88e7f89723e8d9e9,marriott,Renaissance Hotels,Renaissance Wuhan Hotel,,Hubei,Wuhan,Wuchang,HubeiWuhanWuchangXudong Avenue160,30.581897,114.350679,30.57956689017604,114.35619340241256,,node,7682849662,,1,0.83,true,missing_official_url
hotel_07ff20523e18e511,marriott,Renaissance Hotels,Renaissance Xiamen Resort & Spa,,Fujian,Xiamen,Tong'an,FujianXiamenTong'anGuanbin Road66,24.6106222,118.1336037,24.607939334536727,118.13854377512301,,node,7682887257,,1,0.83,true,missing_official_url
hotel_4f56e66537dc5138,marriott,Sheraton,北海喜来登度假酒店,北海喜来登度假酒店,,待确认,,,21.4451905,109.0479462,21.442764423523457,109.05214717962896,,node,13199892585,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_e09f5df0ae83a8ab,marriott,Sheraton,迪庆喜来登度假酒店,迪庆喜来登度假酒店,,待确认,,,27.8078001,99.7129237,27.80432184806135,99.71403532151876,,way,763318052,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_5e5d6650b1ee41fb,marriott,Sheraton,福朋酒店,福朋酒店,,待确认,,,18.6740521,110.3509835,18.67244393595932,110.35532815415536,,node,4790348927,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_4b738bc5ab7d1cf7,marriott,Sheraton,福州中庚喜来登酒店,福州中庚喜来登酒店,,待确认,,,26.0274937,119.3666645,26.024545951577,119.3715836135626,,way,273203396,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_7ba8a18cbc43885b,marriott,Sheraton,广州南沙越秀喜來登酒店,喜来登,,待确认,,,22.7945413,113.5239353,22.79165490845471,113.52913791502408,,way,985202508,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_19ad3c19808561b2,marriott,Sheraton,贵阳喜来登贵航酒店,贵阳喜来登贵航酒店,,待确认,,,26.5746291,106.7106371,26.571103664044113,106.71440296496911,,way,489455570,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_47e464465a3cdd89,marriott,Sheraton,桂林喜来登饭店,桂林喜来登饭店,,待确认,,,25.2768787,110.2944821,25.27404949112274,110.2990750268169,,way,675183667,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_59335d243e8c046d,marriott,Sheraton,哈尔滨永泰喜来登酒店,哈尔滨永泰喜来登酒店,,待确认,,,45.7164315,126.7546573,45.71854230934678,126.76085531165968,,node,11161431175,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_7ee838eebd1b7bbf,marriott,Sheraton,虹口三至喜来登,虹口三至喜来登,,待确认,,,31.2598153,121.4834016,31.25785891878345,121.48789449103523,,node,1377665042,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_ec29e612f97c4f3e,marriott,Sheraton,黄岛泰成喜来登酒店,黄岛泰成喜来登酒店,,待确认,,,35.9445456,120.183503,35.944684264380356,120.1886405628677,,way,568627138,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_9d06cc8cffada867,marriott,Sheraton,惠州白鹭湖喜来登度假酒店,惠州白鹭湖喜来登度假酒店,,待确认,,,23.2046112,114.442515,23.202117395819275,114.44744356948816,,node,4596512364,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_19fe533db8ae51a8,marriott,Sheraton,廊坊潮白河喜来登酒店,廊坊潮白河喜来登酒店,,待确认,,,39.8853936,116.8477132,39.88649150985642,116.8536770324326,,way,753812627,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_bee3fe0efee2854f,marriott,Sheraton,浪漫海岸喜来登度假酒店,浪漫海岸喜来登度假酒店,,待确认,,,21.4654495,111.1374205,21.463057120488195,111.14244822986589,,node,11886208153,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_7e38548baa60ce97,marriott,Sheraton,南京金丝利喜来登酒店,喜来登,,待确认,,,32.0442201,118.7659629,32.042181515766906,118.77118261965992,,node,8021235854,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_e0f30d410dc45a64,marriott,Sheraton,宁波象山绿城喜来登度假酒店,宁波象山绿城喜来登度假酒店,,待确认,,,29.4528272,121.9731218,29.450197681830055,121.97718286454747,,way,1128381660,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_9c62872cb18dc246,marriott,Sheraton,青岛胶州绿城喜来登酒店,青岛胶州绿城喜来登酒店,,待确认,,,36.2656483,120.02788,36.26587128047689,120.03320233348823,,way,557209075,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_ebfd00c060bd199d,marriott,Sheraton,三亚海棠湾喜来登度假酒店,三亚海棠湾喜来登度假酒店,,待确认,,,18.3481641,109.736863,18.346461888068422,109.74101993826862,,way,917632243,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_aaaa27d17988385d,marriott,Sheraton,三亚喜来登度假酒店,三亚喜来登度假酒店,,待确认,,Yalong Bay National Tourist Resort Yalongbay District Sanya China,18.2292264,109.6290587,18.2273999801077,109.63302953653762,http://sheratonsanyahotel.com,way,1411077086,,1,0.91,false,missing_city_region
hotel_3b000369fd5581a9,marriott,Sheraton,上海嘉定喜来登酒店,上海嘉定喜来登酒店,,待确认,,,31.3965172,121.2412478,31.394558415037633,121.2456882304569,,node,4246104574,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_6b626ad9f93e262e,marriott,Sheraton,天津滨海喜来登酒店,天津滨海喜来登酒店,,待确认,,,39.0248777,117.6982605,39.02576932103196,117.70451772924717,,node,11977858562,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_5c4ae1e080d36694,marriott,Sheraton,温州喜来登酒店,温州喜来登酒店,,待确认,,,28.0039077,120.680087,28.000589808146884,120.68410961881447,,way,1167546157,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_a59a2fa667b4e4c0,marriott,Sheraton,乌鲁木齐喜来登酒店,乌鲁木齐喜来登酒店,,待确认,,,43.81998,87.58638,43.82118332115717,87.5892240064111,,,,Q115004659,1,0.85,true,"missing_official_url,missing_city_region"
hotel_5342b2d3f6cd683e,marriott,Sheraton,喜来登,喜来登,,待确认,,,36.1766643,120.4440977,36.17693614176574,120.44916972335162,,way,1465238327,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_c33628bf6cf973f1,marriott,Sheraton,喜来登,喜来登,,待确认,,,32.1780343,120.0511391,32.17613105170408,120.05610296911651,,way,592520148,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_526fb6f57d7c97f1,marriott,Sheraton,喜来登大酒店,喜来登大酒店,,待确认,,,39.0873877,117.1848758,39.08842282275362,117.19120098048421,,node,274350020,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_f5083223f975a74d,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,24.498076,118.1245287,24.495413817876386,118.12947673031387,,node,1346563055,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_0f79164a531d744b,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,29.6109476,119.033763,29.608517878160544,119.03891183895463,,node,2143441576,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_8300e77d486aaba9,marriott,Sheraton,喜来登酒店,喜来登,,待确认,,,33.2799864,103.9293141,33.27795472631672,103.93152628477954,https://www.starwoodhotels.com/sheraton/,node,2981319478,,1,0.91,false,missing_city_region
hotel_9fe6a0e4ad6032e7,marriott,Sheraton,喜来登酒店,喜来登,,待确认,,,34.2603437,108.8929348,34.25872139629065,108.8975178172801,,node,310516682,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_12ffa0b642086c08,marriott,Sheraton,喜来登酒店,喜来登,,待确认,,,30.604806,114.2495677,30.60234768689432,114.25498715067346,,node,4528759092,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_64c8573ee2be7d85,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,18.6726036,110.3539946,18.671000490545595,110.35834518858088,,node,4790348922,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_c11915cc2f60d6ba,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,34.5324229,110.083766,34.53133919726436,110.08921334406212,,node,6736886888,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_8b346aeb1889dc6e,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,31.4643708,121.1384249,31.462578209064674,121.14303166684914,,node,7036841386,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_770240c8dbaff8fb,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,31.4642024,121.8199223,31.462188365634557,121.82420308500026,,node,9553816899,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_3ccc39370509b783,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,32.1958419,119.4303207,32.19395669512291,119.43575849417616,,way,202065448,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_866a4f7d4714c8cc,marriott,Sheraton,喜来登酒店,喜来登酒店,,待确认,,,28.1192169,121.2220367,28.115984601212475,121.22622624749796,,way,459880051,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_b934eaee78944c98,marriott,Sheraton,喜来登由由酒店,喜来登由由酒店,,待确认,,,31.2108722,121.5139224,31.208802650567993,121.51830199236338,,way,12470248,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_4ed89e8e2187a171,marriott,Sheraton,云浮新兴筠城喜来登酒店,云浮新兴筠城喜来登酒店,,待确认,,,22.7172475,112.2318589,22.714404274912106,112.23700754582335,,way,667612030,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_abf9c77e6a4a0cb6,marriott,Sheraton,长春净月潭益田喜来登酒店,长春净月潭益田喜来登酒店,,待确认,,,43.7682813,125.4271945,43.77084584769303,125.43381569992319,,way,696277360,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_9974e01bfd591b37,marriott,Sheraton,肇庆喜来登酒店,喜来登,,待确认,,,23.209832,112.5988102,23.20699154317059,112.6037792295905,,way,1234814234,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_5f737176b889f7bf,marriott,Sheraton,郑州美盛喜来登大酒店,郑州美盛喜来登大酒店,,待确认,,,34.7648762,113.7484036,34.76388368318693,113.75458926820158,,node,4133362590,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_9bf6f6de306dab0e,marriott,Sheraton,众邦喜来登酒店,喜来登,,待确认,,,36.0948337,103.7095591,36.09458783024518,103.71202649394823,,node,13267622222,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_6063d9eebc2ff17a,marriott,Sheraton,Sheraton,,,待确认,,,39.8261435,119.504281,39.82741544144277,119.51031370609188,,node,12840948905,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_61347eb50d154f4a,marriott,Sheraton,Sheraton,Sheraton,,待确认,,,29.3332617,121.4393749,29.33078965785508,121.44383044610002,,way,1125965737,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_0c452dabba4a6181,marriott,Sheraton,Sheraton Changde Wuling Hotel,,,待确认,,,29.058785648,111.687969976,29.0557644936898,111.69356004258131,,,,Q111650373,1,0.85,true,"missing_official_url,missing_city_region"
hotel_8d146d38557630c7,marriott,Sheraton,Sheraton Changzhou Xinbei Hotel,,,待确认,,,31.822625,119.975319,31.820585629774957,119.98007313362527,,,,Q111405764,1,0.85,true,"missing_official_url,missing_city_region"
hotel_d77d213af4149599,marriott,Sheraton,Sheraton Golden Beach Resort,,,待确认,,,37.5765481,121.1988312,37.577443305322795,121.20391410236329,,node,4509531592,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_e790f38028736c32,marriott,Sheraton,Sheraton Grand Hangzhou Wetland Park Resort,,,待确认,,,30.273620344,120.09527817,30.271350163885312,120.10009144557229,,,,Q111406127,1,0.85,true,"missing_official_url,missing_city_region"
hotel_1ef479fe58e572af,marriott,Sheraton,Sheraton Grand Wuhan Hankou Hotel,,,待确认,,,30.608778606,114.261552029,30.60632457254204,114.26696705500183,,,,Q111650487,1,0.85,true,"missing_official_url,missing_city_region"
hotel_2bed74fdc9024478,marriott,Sheraton,Sheraton Grand Xishuangbanna Hotel,,,待确认,,,21.956802884,100.762625964,21.95400383497782,100.76376913761773,,,,Q111406080,1,0.85,true,"missing_official_url,missing_city_region"
hotel_25fd013a3bf3249b,marriott,Sheraton,Sheraton Jiangyin,喜来登,,待确认,,,31.9258648,120.2768085,31.923894864817623,120.28141986674103,,way,414694926,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_696daa976c82f554,marriott,Sheraton,Sheraton Langfang Chaobai River Hotel,,,待确认,,,39.892413,116.860011,39.893491436759,116.86595676164588,,,,Q111404971,1,0.85,true,"missing_official_url,missing_city_region"
hotel_7e17d65c6a23336a,marriott,Sheraton,Sheraton Nanchang Hotel,,,待确认,,,28.697126,115.874925,28.693782535429616,115.87979436200098,,,,Q111405426,1,0.85,true,"missing_official_url,missing_city_region"
hotel_a05ba1ac0474a9c1,marriott,Sheraton,Sheraton Qingdao Licang Hotel,,,待确认,,,36.183532719,120.457657891,36.18377836945563,120.46268921405759,,,,Q111405623,1,0.85,true,"missing_official_url,missing_city_region"
hotel_6dbfabf5f6af1147,marriott,Sheraton,Sheraton Shanghai Chongming Hotel,,,待确认,,,31.4643509,121.8196316,31.462337434959856,121.82391313674565,,way,908433859,,1,0.83,true,"missing_official_url,missing_city_region"
hotel_102ce014a2cc6977,marriott,Sheraton,Sheraton Xi'an North City Hotel,,,待确认,,,34.29713276,108.953194702,34.29558251558786,108.9578864493964,,,,Q111404915,1,0.85,true,"missing_official_url,missing_city_region"
hotel_66ca3a3a14ebf2c4,marriott,Sheraton,Sheraton Yunfu Xinxing Hotel,,,待确认,,,22.720377,112.243764,22.717529274826884,112.24890522620994,,,,Q111404398,1,0.85,true,"missing_official_url,missing_city_region"
hotel_298125ab826ed9f6,marriott,Sheraton,The Great Wall Sheraton Hotel Beijing,,,待确认,,,,,,,,,,Q39972432,1,0.75,true,"missing_coordinates,missing_official_url,missing_city_region"
